"","sample","alb","biclyr","lob","mac","micmon","muepri","sinstemar","pureCount","hybCount","hyb","sinstemar_1","muepri_1","alb_1","biclyr_1","lob_1","mac1_1","mac2_1","micmon_1","macComb"
"487","SYST-MOR-0007186","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"488","SYST-MOR-0007187","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.962533,1e-05,1e-05,0.037407,1e-05,0.037417
"489","SYST-MOR-0007188","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.19784,0.8021,1e-05,0.99994
"490","SYST-MOR-0007189","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"491","SYST-MOR-0007190","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.059902,0.940038,1e-05,0.99994
"492","SYST-MOR-0007191","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.453928,1e-05,0.038833,0.507189,1e-05,0.546022
"493","SYST-MOR-0007192","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99469,1e-05,1e-05,0.00525,1e-05,1e-05,0.00526
"494","SYST-MOR-0007193","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.178911,0.821029,1e-05,0.99994
"495","SYST-MOR-0007194","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"496","SYST-MOR-0007195","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"497","SYST-MOR-0007196","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"498","SYST-MOR-0007197","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"499","SYST-MOR-0007198","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"500","SYST-MOR-0007199","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"501","SYST-MOR-0007200","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,0.001819,1e-05,1e-05,0.681124,0.317007,1e-05,0.998131
"502","SYST-MOR-0007201","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"503","SYST-MOR-0007202","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999917,1.6e-05,1.7e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"504","SYST-MOR-0007203","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"505","SYST-MOR-0007204","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"506","SYST-MOR-0007205","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"507","SYST-MOR-0007206","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.621516,0.378424,1e-05,0.99994
"508","SYST-MOR-0007207","none","none","none","pure?","none","none","none",1,0,"pure",1.2e-05,0.003662,1e-05,1e-05,1e-05,0.36584,0.630447,1e-05,0.996287
"509","SYST-MOR-0007208","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.47955,0.52039,1e-05,0.99994
"510","SYST-MOR-0007209","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"511","SYST-MOR-0007210","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.999928,1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,2.2e-05
"512","SYST-MOR-0007211","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"513","SYST-MOR-0007212","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"514","SYST-MOR-0007213","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"515","SYST-MOR-0007214","none","pure?","none","none","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,2e-05
"516","SYST-MOR-0007215","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"517","SYST-MOR-0007216","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"518","SYST-MOR-0007217","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999802,1e-05,1e-05,1e-05,0.000138,1e-05,0.000148
"519","SYST-MOR-0007218","hybrid?","none","none","none","none","hybrid?","none",0,2,"hybrid",1e-05,0.49025,0.496806,1e-05,1.2e-05,0.010784,0.002118,1e-05,0.012902
"520","SYST-MOR-0007219","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.584052,0.415888,1e-05,0.99994
"521","SYST-MOR-0007220","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.691269,0.308671,1e-05,0.99994
"522","SYST-MOR-0007221","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.004028,1e-05,1e-05,1e-05,0.772845,0.223077,1e-05,0.995922
"523","SYST-MOR-0007222","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.695567,0.304373,1e-05,0.99994
"524","SYST-MOR-0007223","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"525","SYST-MOR-0007224","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"526","SYST-MOR-0007225","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"527","SYST-MOR-0007226","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"528","SYST-MOR-0007227","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"529","SYST-MOR-0007228","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"530","SYST-MOR-0007229","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"531","SYST-MOR-0007230","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"532","SYST-MOR-0007231","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"533","SYST-MOR-0007232","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"534","SYST-MOR-0007233","none","none","none","pure?","none","none","none",1,0,"pure",1.1e-05,1e-05,1e-05,1e-05,1e-05,0.687261,0.312677,1e-05,0.999938
"535","SYST-MOR-0007234","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"536","SYST-MOR-0007235","none","none","none","none","none","pure?","none",1,0,"pure",1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"537","SYST-MOR-0007236","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"538","SYST-MOR-0007237","hybrid?","none","none","none","none","none","none",0,1,"uncertain pure",0.017525,1e-05,0.966156,1e-05,0.01627,1e-05,1e-05,1e-05,2e-05
"539","SYST-MOR-0007238","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"540","SYST-MOR-0007239","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.3e-05,1e-05,1e-05,0.999927,2e-05
"541","SYST-MOR-0007240","none","none","none","none","pure?","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,2e-05
"542","SYST-MOR-0007241","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.010228,1e-05,0.685873,0.303849,1e-05,0.989722
"543","SYST-MOR-0007242","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.771866,0.228074,1e-05,0.99994
"544","SYST-MOR-0007243","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.830115,0.169825,1e-05,0.99994
"545","SYST-MOR-0007244","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999929,1e-05,1e-05,1e-05,1.1e-05,1e-05,2.1e-05
"546","SYST-MOR-0007245","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"547","SYST-MOR-0007246","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.6e-05,0.652521,0.347413,1e-05,0.999934
"548","SYST-MOR-0007247","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.487751,0.507225,0.004975,0.994976
"549","SYST-MOR-0007248","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"550","SYST-MOR-0007249","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"551","SYST-MOR-0007250","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1.1e-05,0.999929,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05
"552","SYST-MOR-0007251","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"553","SYST-MOR-0007252","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,0.999929,1e-05,0.999939
"554","SYST-MOR-0007253","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.051909,0.948031,1e-05,0.99994
"555","SYST-MOR-0007254","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"556","SYST-MOR-0007255","none","none","none","pure?","none","none","none",1,0,"pure",1.3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999927,1e-05,0.999937
"557","SYST-MOR-0007256","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.976139,1e-05,1e-05,0.012181,0.011629,1e-05,0.02381
"558","SYST-MOR-0007257","hybrid?","none","hybrid?","none","none","none","none",0,2,"hybrid",0.018255,0.034721,0.869578,1e-05,0.077405,1e-05,1e-05,1e-05,2e-05
"559","SYST-MOR-0007258","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.999266,1e-05,1e-05,1e-05,0.000674,1e-05,0.000684
"560","SYST-MOR-0007259","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.973138,1e-05,1e-05,1e-05,0.026802,1e-05,0.026812
"561","SYST-MOR-0007260","pure?","none","none","none","none","none","none",1,0,"pure",1e-05,1e-05,0.98024,1e-05,1e-05,0.000913,0.018797,1e-05,0.01971
"562","SYST-MOR-0007357","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"563","SYST-MOR-0007358","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"564","SYST-MOR-0007359","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99992,1e-05,0.99993
"565","SYST-MOR-0007360","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"566","SYST-MOR-0007361","none","none","none","pure?","none","none","none",1,0,"pure",0.003236,1e-05,1e-05,1e-05,1e-05,0.029001,0.967713,1e-05,0.996714
"567","SYST-MOR-0007362","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,0.999928,1e-05,0.999938
"568","SYST-MOR-0007363","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"569","SYST-MOR-0007364","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"570","SYST-MOR-0007365","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"571","SYST-MOR-0007366","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"572","SYST-MOR-0007367","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.004734,1e-05,0.004439,1e-05,1e-05,0.990777,1e-05,0.990787
"573","SYST-MOR-0007368","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"574","SYST-MOR-0007369","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"575","SYST-MOR-0007370","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.1e-05,0.060659,0.939279,1e-05,0.999938
"576","SYST-MOR-0007371","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"577","SYST-MOR-0007372","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.007847,0.992093,1e-05,0.99994
"578","SYST-MOR-0007373","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"579","SYST-MOR-0007374","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"580","SYST-MOR-0007375","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"581","SYST-MOR-0007376","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"582","SYST-MOR-0007377","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.015269,0.984671,1e-05,0.99994
"583","SYST-MOR-0007378","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"584","SYST-MOR-0007379","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.013615,0.986324,1e-05,0.999939
"585","SYST-MOR-0007380","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.003331,1e-05,1e-05,1e-05,1e-05,0.996609,1e-05,0.996619
"586","SYST-MOR-0007381","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"587","SYST-MOR-0007382","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"588","SYST-MOR-0007383","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,0.999925,1e-05,0.999935
"589","SYST-MOR-0007384","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"590","SYST-MOR-0007385","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"591","SYST-MOR-0007386","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.000173,0.999767,1e-05,0.99994
"592","SYST-MOR-0007387","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"593","SYST-MOR-0007388","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.4e-05,0.032836,0.967101,1e-05,0.999937
"594","SYST-MOR-0007389","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"595","SYST-MOR-0007390","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.019883,0.980057,1e-05,0.99994
"596","SYST-MOR-0007391","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.063767,0.936173,1e-05,0.99994
"597","SYST-MOR-0007392","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1.9e-05,1e-05,0.027546,0.972385,1e-05,0.999931
"598","SYST-MOR-0007409","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.971208,0.028732,1e-05,0.99994
"599","SYST-MOR-0007410","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.94254,0.0574,1e-05,0.99994
"600","SYST-MOR-0007411","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.999225,0.000715,1e-05,0.99994
"601","SYST-MOR-0007412","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.999926,1.4e-05,1e-05,0.99994
"602","SYST-MOR-0007413","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1.2e-05,1e-05,0.999928,1e-05,1e-05,0.999938
"603","SYST-MOR-0007414","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"604","SYST-MOR-0007415","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"605","SYST-MOR-0007416","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"606","SYST-MOR-0007417","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"607","SYST-MOR-0007418","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"608","SYST-MOR-0007419","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.940428,0.059512,1e-05,0.99994
"609","SYST-MOR-0007420","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,0.99994
"610","SYST-MOR-0007421","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.5e-05,0.999925,1e-05,1e-05,0.999935
"611","SYST-MOR-0007422","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.91879,0.08115,1e-05,0.99994
"612","SYST-MOR-0007423","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.981946,0.017994,1e-05,0.99994
"613","SYST-MOR-0007424","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.999507,0.000433,1e-05,0.99994
"614","SYST-MOR-0007425","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.095155,0.904785,1e-05,0.99994
"615","SYST-MOR-0007426","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.01533,1.1e-05,1e-05,0.014649,0.157668,0.812312,1e-05,0.96998
"616","SYST-MOR-0007427","none","none","none","pure?","none","none","none",1,0,"pure",1.1e-05,1e-05,0.008412,1e-05,1e-05,0.153218,0.838319,1e-05,0.991537
"617","SYST-MOR-0007428","none","none","none","pure?","none","none","none",1,0,"pure",0.004457,0.009324,1e-05,1e-05,0.005877,0.239578,0.740734,1e-05,0.980312
"618","SYST-MOR-0007429","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.137728,0.862212,1e-05,0.99994
"619","SYST-MOR-0007430","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.107779,0.892161,1e-05,0.99994
"620","SYST-MOR-0007431","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.219504,0.780436,1e-05,0.99994
"621","SYST-MOR-0007432","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1.9e-05,1.2e-05,1e-05,0.012982,0.986946,1e-05,0.999928
"622","SYST-MOR-0007433","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.275031,0.724909,1e-05,0.99994
"623","SYST-MOR-0007434","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.010934,1e-05,0.147893,0.841123,1e-05,0.989016
"624","SYST-MOR-0007435","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.182549,1e-05,0.022206,0.795195,1e-05,0.817401
"625","SYST-MOR-0007436","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.474958,1e-05,0.020181,0.50481,1e-05,0.524991
"626","SYST-MOR-0007437","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.031372,1e-05,0.085225,0.883353,1e-05,0.968578
"627","SYST-MOR-0007438","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1.6e-05,1e-05,0.058648,1.3e-05,0.034107,0.907187,1e-05,0.941294
"628","SYST-MOR-0007439","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.517108,1e-05,1e-05,0.482832,1e-05,0.482842
"629","SYST-MOR-0007440","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.053401,0.005402,0.051867,0.889291,1e-05,0.941158
"630","SYST-MOR-0007441","none","none","none","hybrid?","none","none","none",0,1,"uncertain pure",1e-05,1e-05,1e-05,0.059377,1e-05,0.081056,0.859517,1e-05,0.940573
"631","SYST-MOR-0007442","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.337443,1e-05,0.016924,0.645583,1e-05,0.662507
"632","SYST-MOR-0007443","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.314219,1e-05,1e-05,0.685721,1e-05,0.685731
"633","SYST-MOR-0007444","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,1e-05,1e-05,0.074499,1e-05,0.034559,0.890892,1e-05,0.925451
"634","SYST-MOR-0007445","none","hybrid?","none","hybrid?","none","none","none",0,2,"hybrid",1e-05,0.02029,0.014295,0.032492,1e-05,0.022327,0.910565,1e-05,0.932892
"635","SYST-MOR-0007446","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1.2e-05,0.061392,0.938546,1e-05,0.999938
"636","SYST-MOR-0007447","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"637","SYST-MOR-0007448","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"638","SYST-MOR-0007449","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.024451,0.975489,1e-05,0.99994
"639","SYST-MOR-0007450","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"640","SYST-MOR-0007451","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1.6e-05,0.999924,1e-05,0.99994
"641","SYST-MOR-0007452","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"642","SYST-MOR-0007453","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"643","SYST-MOR-0007454","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,0.99994
"644","SYST-MOR-0007455","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,0.005363,0.01813,0.015052,0.961415,1e-05,0.976467
"645","SYST-MOR-0007456","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.03169,0.96825,1e-05,0.99994
"646","SYST-MOR-0007457","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.004238,1e-05,1e-05,1.5e-05,0.014821,0.980886,1e-05,0.995707
"647","SYST-MOR-0007458","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.03403,0.96591,1e-05,0.99994
"648","SYST-MOR-0007459","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,0.000408,1e-05,1e-05,1e-05,1e-05,0.999532,1e-05,0.999542
"649","SYST-MOR-0007460","none","none","none","pure?","none","none","none",1,0,"pure",1e-05,1e-05,1e-05,1e-05,1e-05,0.011667,0.988273,1e-05,0.99994
