"","Group.1","alb.x","bic.x","lob.x","lyr.x","mac.x","mic.x","mon.x","mue.x","pri.x","sin.x","ste.x","stemar.x","mar.x","alb.y","bic.y","lob.y","lyr.y","mac.y","mic.y","mon.y","mue.y","pri.y","sin.y","mar.y","ste.y","stemar.y","colnum","species","state","site","lat","long","sp","hyb"
"243","SYST-MOR-0006945",2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MN_PMN_223_MG","Quercus macrocarpa Michx.","Minnesota","Prairie Moon Nursery ","43.904382","-91.639274","mac","pure"
"244","SYST-MOR-0006946",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MN_PMN_224_MG","Quercus alba L.","Minnesota","Prairie Moon Nursery ","43.904418","-91.63926","alb","pure"
"245","SYST-MOR-0006947",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MN_PMN_225_MG","Quercus macrocarpa Michx.","Minnesota","Prairie Moon Nursery ","43.904261","-91.63926","mac","pure"
"246","SYST-MOR-0006948",2e-05,1e-05,1e-05,1.6e-05,0.999883,1e-05,1.1e-05,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1.6e-05,0.999883,1e-05,1.1e-05,1e-05,1e-05,0,0,0,1e-05,"MN_PMN_226_MG","Quercus macrocarpa Michx.","Minnesota","Prairie Moon Nursery ","43.892258","-91.642792","mac","pure"
"248","SYST-MOR-0006950",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.9999,2e-05,1.3e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MN_PMN_228_MG","Quercus alba L.","Minnesota","Prairie Moon Nursery ","43.892115","-91.632148","alb","pure"
"253","SYST-MOR-0006955",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,"WI_PKL_233_MG","Quercus macrocarpa Michx.","Wisconsin","Pickerel Lake","46.331711","-91.507253","mac","pure"
"254","SYST-MOR-0006956",2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"WI_PKL_234_MG","Quercus macrocarpa Michx.","Wisconsin","Pickerel Lake","46.330844","-91.506894","mac","pure"
"255","SYST-MOR-0006957",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,1e-05,0,2e-05,"WI_PKL_235_MG","Quercus macrocarpa Michx.","Wisconsin","Pickerel Lake","46.331659","-91.506574","mac","pure"
"256","SYST-MOR-0006958",0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0,1e-05,1e-05,1e-05,0.99989,0,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_PKL_236_MG","Quercus macrocarpa Michx.","Wisconsin","Pickerel Lake","46.330622","-91.506962","mac","pure"
"257","SYST-MOR-0006959",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_PKL_237_MG","Quercus macrocarpa Michx.","Wisconsin","Pickerel Lake","46.330665","-91.507786","mac","pure"
"258","SYST-MOR-0006960",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"WI_WFS_238_MG","Quercus macrocarpa Michx.","Wisconsin","UW Waukesha Field Station ","43.016383","-88.43851","mac","pure"
"259","SYST-MOR-0006961",2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"WI_WFS_239_MG","Quercus macrocarpa Michx.","Wisconsin","UW Waukesha Field Station ","43.016533","-88.434153","mac","pure"
"260","SYST-MOR-0006962",1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_WFS_240_MG","Quercus macrocarpa Michx.","Wisconsin","UW Waukesha Field Station ","43.016871","-88.435539","mac","pure"
"261","SYST-MOR-0006963",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_WFS_241_MG","Quercus macrocarpa Michx.","Wisconsin","UW Waukesha Field Station ","43.017411","-88.436648","mac","pure"
"262","SYST-MOR-0006964",0.99989,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_WFS_242_MG","Quercus alba L.","Wisconsin","UW Waukesha Field Station ","43.017993","-88.43768","alb","pure"
"263","SYST-MOR-0006965",0.999879,1e-05,1e-05,2e-05,1e-05,1e-05,1.5e-05,1.6e-05,1e-05,0,0,1e-05,0,0.999879,1e-05,1e-05,2e-05,1e-05,1e-05,1.5e-05,1.6e-05,1e-05,0,0,0,1e-05,"WI_WFS_243_MG","Quercus alba L.","Wisconsin","UW Waukesha Field Station ","43.017925","-88.438305","alb","pure"
"264","SYST-MOR-0006966",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_WFS_244_MG","Quercus alba L.","Wisconsin","UW Waukesha Field Station ","43.018248","-88.43941","alb","pure"
"265","SYST-MOR-0006967",0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"WI_WFS_247_MG","Quercus alba L.","Wisconsin","UW Waukesha Field Station ","43.017824","-88.440448","alb","pure"
"266","SYST-MOR-0006968",1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"WI_WFS_248_MG","Quercus macrocarpa Michx.","Wisconsin","UW Waukesha Field Station ","43.017807","-88.440778","mac","pure"
"267","SYST-MOR-0006970",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2.2e-05,2e-05,2.1e-05,1.1e-05,1.1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"OH_GLW_250_MG","Quercus bicolor Willd.","Ohio","Goll Woods","41.553217","-84.361215","bic","pure"
"268","SYST-MOR-0006971",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2e-05,1e-05,2e-05,1.8e-05,1.6e-05,2e-05,1.2e-05,1.5e-05,1e-05,1e-05,2e-05,"OH_GLW_251_MG","Quercus bicolor Willd.","Ohio","Goll Woods","41.553038","-84.361065","bic","pure"
"269","SYST-MOR-0006972",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,2e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"OH_GLW_252_MG","Quercus muehlenbergii Engelm.","Ohio","Goll Woods","41.55111","-84.358405","mue","pure"
"270","SYST-MOR-0006973",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,0,1e-05,1e-05,1e-05,2e-05,"OH_GLW_253_MG","Quercus macrocarpa Michx.","Ohio","Goll Woods","41.550873","-84.356968","mac","pure"
"271","SYST-MOR-0006974",0,1e-05,1e-05,1e-05,1e-05,0,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,2e-05,1e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"OH_GLW_254_MG","Quercus muehlenbergii Engelm.","Ohio","Goll Woods","41.550806","-84.356953","mue","pure"
"272","SYST-MOR-0006975",2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.9999,0,0,1e-05,1e-05,1e-05,0,0,1e-05,"OH_GLW_255_MG","Quercus macrocarpa Michx.","Ohio","Goll Woods","41.551419","-84.355617","mac","pure"
"273","SYST-MOR-0006976",0.999878,1e-05,1e-05,2e-05,1.8e-05,1e-05,1e-05,1.4e-05,1e-05,0,0,1e-05,0,0.999878,1e-05,1e-05,2e-05,1.8e-05,1e-05,1e-05,1.4e-05,1e-05,0,0,0,1e-05,"OH_GLW_256_MG","Quercus alba L.","Ohio","Goll Woods","41.551787","-84.355145","alb","pure"
"274","SYST-MOR-0006977",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,2e-05,1e-05,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,2e-05,1e-05,0,0,0,1e-05,"OH_GLW_257_MG","Quercus macrocarpa Michx.","Ohio","Goll Woods","41.551719","-84.354976","mac","pure"
"275","SYST-MOR-0006978",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"OH_GLW_258_MG","Quercus alba L.","Ohio","Goll Woods","41.551887","-84.354708","alb","pure"
"276","SYST-MOR-0006979",1.9e-05,1.5e-05,2e-05,1e-05,0.999875,1.1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,1.9e-05,1.5e-05,2e-05,1e-05,0.999875,1.1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"OH_GLW_259_MG","Quercus macrocarpa Michx.","Ohio","Goll Woods","41.551874","-84.354208","mac","pure"
"277","SYST-MOR-0006980",2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"OH_GLW_260_MG","Quercus macrocarpa Michx.","Ohio","Goll Woods","41.552622","-84.353673","mac","pure"
"278","SYST-MOR-0006981",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,0,1e-05,0,1e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,1e-05,"OH_GLW_261_MG","Quercus muehlenbergii Engelm.","Ohio","Goll Woods","41.553659","-84.35327","mue","pure"
"279","SYST-MOR-0006982",0.9999,1e-05,1e-05,1e-05,2e-05,0,0,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,0,0,1e-05,1e-05,1e-05,0,0,1e-05,"OH_GLW_262_MG","Quercus alba L.","Ohio","Goll Woods","41.554232","-84.356245","alb","pure"
"281","SYST-MOR-0006984",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,2.2e-05,2e-05,2e-05,2.5e-05,1e-05,1.8e-05,2e-05,1.4e-05,1.6e-05,1e-05,1e-05,2e-05,"OH_GLW_264_MG","Quercus alba L.","Ohio","Goll Woods","41.553426","-84.358202","alb","pure"
"282","SYST-MOR-0006985",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,2e-05,0.99989,1e-05,1e-05,1e-05,2e-05,"MI_PRA_265_MG","Quercus prinoides Willd.","Michigan","Pinckney Recreation Area","42.413184","-83.988669","pri","pure"
"283","SYST-MOR-0006986",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,1e-05,0,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,2e-05,0.99989,1e-05,1e-05,1e-05,2e-05,"MI_PRA_266_MG","Quercus prinoides Willd.","Michigan","Pinckney Recreation Area","42.412661","-83.98834","pri","pure"
"284","SYST-MOR-0006987",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,1e-05,0,2.3e-05,2e-05,2e-05,2e-05,2e-05,1.3e-05,1e-05,2e-05,0.99989,1e-05,1e-05,1e-05,2e-05,"MI_PRA_267_MG","Quercus prinoides Willd.","Michigan","Pinckney Recreation Area","42.412246","-83.988105","pri","pure"
"285","SYST-MOR-0006988",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,0,1e-05,0,2e-05,2e-05,2.1e-05,2e-05,2e-05,1.9e-05,1.8e-05,2e-05,0.99989,1.1e-05,1e-05,1e-05,2e-05,"MI_PRA_268_MG","Quercus prinoides Willd.","Michigan","Pinckney Recreation Area","42.41193","-83.987283","pri","pure"
"286","SYST-MOR-0006989",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,0,0,0,1e-05,"MI_PRA_269_MG","Quercus alba L.","Michigan","Pinckney Recreation Area","42.41162","-83.985317","alb","pure"
"288","SYST-MOR-0006991",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,2e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_PRA_271_MG","Quercus alba L.","Michigan","Pinckney Recreation Area","42.411777","-83.984635","alb","pure"
"289","SYST-MOR-0006992",0.99988,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,0.99989,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_PRA_272_MG","Quercus alba L.","Michigan","Pinckney Recreation Area","42.411445","-83.983795","alb","pure"
"290","SYST-MOR-0006993",0.999894,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,1.6e-05,2e-05,1e-05,1e-05,0,0,1e-05,0,0,1e-05,"MI_PRA_273_MG","Quercus alba L.","Michigan","Pinckney Recreation Area","42.411289","-83.982501","alb","pure"
"291","SYST-MOR-0006994",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2.5e-05,0.9999,2e-05,2e-05,2.5e-05,1.9e-05,1.2e-05,2e-05,1.3e-05,1.4e-05,1e-05,1e-05,2e-05,"MI_PRA_274_MG","Quercus bicolor Willd.","Michigan","Pinckney Recreation Area","42.416812","-83.997924","bic","pure"
"292","SYST-MOR-0006995",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.99989,2.2e-05,2e-05,2e-05,1.8e-05,2e-05,2e-05,1.3e-05,1e-05,1e-05,1e-05,2e-05,"MI_PRA_275_MG","Quercus bicolor Willd.","Michigan","Pinckney Recreation Area","42.41744","-83.999619","bic","pure"
"293","SYST-MOR-0006996",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2e-05,1e-05,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_PRA_276_MG","Quercus bicolor Willd.","Michigan","Pinckney Recreation Area","42.416401","-83.4003907","bic","pure"
"294","SYST-MOR-0006997",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2e-05,2e-05,2.2e-05,2e-05,1.8e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_PRA_277_MG","Quercus bicolor Willd.","Michigan","Pinckney Recreation Area","42.418191","-84.002222","bic","pure"
"296","SYST-MOR-0006999",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,0,1e-05,"MI_PRA_279_MG","Quercus macrocarpa Michx.","Michigan","Pinckney Recreation Area","42.4465","-84.00232","mac","pure"
"297","SYST-MOR-0007000",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_PRA_280_MG","Quercus alba L.","Michigan","Pinckney Recreation Area","42.446421","-84.001964","alb","pure"
"298","SYST-MOR-0007001",1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,0,0,0,0,0,1e-05,"MI_PRA_281_MG","Quercus macrocarpa Michx.","Michigan","Pinckney Recreation Area","42.44626","-83.999114","mac","pure"
"299","SYST-MOR-0007002",2.1e-05,1.4e-05,1e-05,1e-05,0.999874,1.4e-05,1e-05,1e-05,1e-05,1e-05,0,1.7e-05,0,2.1e-05,1.4e-05,1e-05,1e-05,0.999874,1.4e-05,1e-05,1e-05,1e-05,1e-05,0,0,1.7e-05,"MI_PRA_282_MG","Quercus macrocarpa Michx.","Michigan","Pinckney Recreation Area","42.446265","-83.998517","mac","pure"
"300","SYST-MOR-0007003",1.2e-05,0,0.000725,0,0.999183,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1.2e-05,0,0.000725,0,0.999183,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_PRA_283_MG","Quercus macrocarpa Michx.","Michigan","Pinckney Recreation Area","42.446328","-83.997734","mac","pure"
"301","SYST-MOR-0007004",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2e-05,1e-05,2.5e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_LLP_284_MG","Quercus bicolor Willd.","Michigan","Lake Lansing Park","42.766749","-84.385411","bic","pure"
"302","SYST-MOR-0007005",0.999889,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,0,0.9999,2e-05,1e-05,1e-05,2e-05,1.3e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,0,1.1e-05,"MI_LLP_285_MG","Quercus alba L.","Michigan","Lake Lansing Park","42.766619","-84.385326","alb","pure"
"304","SYST-MOR-0007007",0.999881,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.99989,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,0,0,1e-05,"MI_LLP_287_MG","Quercus alba L.","Michigan","Lake Lansing Park","42.767026","-84.384641","alb","pure"
"305","SYST-MOR-0007008",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2e-05,2e-05,2.7e-05,1.5e-05,1.4e-05,2e-05,1.5e-05,1.9e-05,1.3e-05,1.1e-05,2.4e-05,"MI_LLP_288_MG","Quercus bicolor Willd.","Michigan","Lake Lansing Park","42.766161","-84.382459","bic","pure"
"306","SYST-MOR-0007009",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,2e-05,2e-05,1e-05,2e-05,1.7e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,"MI_LLP_289_MG","Quercus alba L.","Michigan","Lake Lansing Park","42.766255","-84.382335","alb","pure"
"308","SYST-MOR-0007011",0.9999,1e-05,1e-05,1e-05,2e-05,0,0,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,1e-05,1e-05,1e-05,2e-05,0,0,1e-05,1e-05,1e-05,0,0,1e-05,"MI_LLP_291_MG","Quercus alba L.","Michigan","Lake Lansing Park","42.765598","-84.37805","alb","pure"
"309","SYST-MOR-0007012",1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,2e-05,0.9999,2e-05,2e-05,2.4e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"MI_LLP_292_MG","Quercus bicolor Willd.","Michigan","Lake Lansing Park","42.765287","-84.382497","bic","pure"
"310","SYST-MOR-0007013",0.999889,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,2e-05,"MI_LLP_293_MG","Quercus alba L.","Michigan","Lake Lansing Park","42.76512","-84.382422","alb","pure"
"311","SYST-MOR-0007014",1e-05,1e-05,1e-05,1e-05,0.999897,1e-05,1e-05,0,0,0,0,1.4e-05,0,1e-05,1e-05,1e-05,1e-05,0.999897,1e-05,1e-05,0,0,0,0,0,1.4e-05,"MI_LLP_294_MG","Quercus macrocarpa Michx.","Michigan","Lake Lansing Park","42.765066","-84.389009","mac","pure"
"313","SYST-MOR-0007016",1.7e-05,0,1e-05,0,0.999886,1e-05,1e-05,1.2e-05,1.1e-05,1e-05,1e-05,2e-05,1e-05,1.7e-05,0,1e-05,0,0.999886,1e-05,1e-05,1.2e-05,1.1e-05,1e-05,1e-05,1e-05,2e-05,"KS_SMP_296_MG","Quercus macrocarpa Michx.","Kansas","Shawnee Mission Park ","38.980804","-94.789402","mac","pure"
"315","SYST-MOR-0007018",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_SMP_298_MG","Quercus macrocarpa Michx.","Kansas","Shawnee Mission Park ","38.981181","-94.790359","mac","pure"
"316","SYST-MOR-0007019",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1.1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,0.002162,1e-05,1e-05,0.99989,0.9999,"KS_SMP_299_MG","Quercus stellata Wangenh.","Kansas","Shawnee Mission Park","38.981382","-94.791558","ste","pure"
"317","SYST-MOR-0007020",1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_SMP_300_MG","Quercus macrocarpa Michx.","Kansas","Shawnee Mission Park ","38.981467","-94.791896","mac","pure"
"318","SYST-MOR-0007021",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.9999,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_SMP_301_MG","Quercus muehlenbergii Engelm.","Kansas","Shawnee Mission Park","38.981539","-94.792305","mue","pure"
"319","SYST-MOR-0007022",1e-05,1e-05,1e-05,1e-05,0.999886,1e-05,1.4e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999886,1e-05,1.4e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_SMP_302_MG","Quercus macrocarpa Michx.","Kansas","Shawnee Mission Park ","38.981904","-94.793731","mac","pure"
"321","SYST-MOR-0007024",1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,0.99989,0,0,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,"KS_SMP_304_MG","Quercus macrocarpa Michx.","Kansas","Shawnee Mission Park ","38.981944","-94.794164","mac","pure"
"323","SYST-MOR-0007026",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,1.4e-05,1.3e-05,2.7e-05,1e-05,1e-05,2e-05,1.4e-05,1e-05,1e-05,0.99989,0.9999,"KS_SMP_306_MG","Quercus stellata Wangenh.","Kansas","Shawnee Mission Park ","38.980548","-94.789849","ste","pure"
"325","SYST-MOR-0007028",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,2e-05,2e-05,2e-05,2e-05,2.9e-05,1.6e-05,1.2e-05,2e-05,1e-05,1.2e-05,1e-05,0.99989,0.9999,"KS_SMP_308_MG","Quercus stellata Wangenh.","Kansas","Shawnee Mission Park ","38.98826","-94.801263","ste","pure"
"326","SYST-MOR-0007029",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0.99989,0,1e-05,2e-05,1e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,0.9999,"KS_SMP_309_MG","Quercus stellata Wangenh.","Kansas","Shawnee Mission Park","38.988772","-94.801448","ste","pure"
"327","SYST-MOR-0007030",0.9999,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,1e-05,0,1e-05,0,0.9999,2e-05,1e-05,1e-05,1.3e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,2.4e-05,"KS_SMP_310_MG","Quercus alba L.","Kansas","Shawnee Mission Park","38.980013","-94.808196","alb","pure"
