,Group.1,alb.x,bic.x,lob.x,lyr.x,mac.x,mic.x,mon.x,mue.x,pri.x,sin.x,ste.x,stemar.x,mar.x,alb.y,bic.y,lob.y,lyr.y,mac.y,mic.y,mon.y,mue.y,pri.y,sin.y,mar.y,ste.y,stemar.y,colnum,species,state,site,lat,long,sp,hyb,,
505,SYST-MOR-0007214,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,0.999893,2.00E-05,2.00E-05,3.00E-05,1.40E-05,1.00E-05,2.10E-05,1.70E-05,1.20E-05,1.00E-05,1.00E-05,2.00E-05,IN_TYL_494_MG,Quercus bicolor Willd.,Indiana,Taylor Wilderness,40.45544,-85.510653,bic,pure,1.00E+00,pure
507,SYST-MOR-0007216,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,IN_TYL_496_MG,Quercus alba L.,Indiana,Taylor Wilderness,40.456997,-85.507454,alb,pure,1.00E+00,pure
508,SYST-MOR-0007217,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.99989,1.90E-05,1.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IN_TYL_497_MG,Quercus alba L.,Indiana,Taylor Wilderness,40.456903,-85.508927,alb,pure,1.00E+00,pure
510,SYST-MOR-0007219,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,IN_BLR_499_MG,Quercus macrocarpa Michx.,Indiana,Bayles Road Research and Teaching Preserve,39.220007,-86.542604,mac,pure,1.00E+00,pure
511,SYST-MOR-0007220,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IN_BLR_500_MG,Quercus macrocarpa Michx.,Indiana,Bayles Road Research and Teaching Preserve,39.221723,-86.542771,mac,pure,1.00E+00,pure
512,SYST-MOR-0007221,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0,2.00E-05,IN_LCP_501_MG,Quercus macrocarpa Michx.,Indiana,Lower Cascades Park ,39.197561,-86.53788,mac,pure,1.00E+00,pure
513,SYST-MOR-0007222,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999893,1.00E-05,1.00E-05,1.50E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999893,1.00E-05,1.00E-05,1.50E-05,1.00E-05,0,1.00E-05,0,1.00E-05,IN_LCP_502_MG,Quercus macrocarpa Michx.,Indiana,Lower Cascades Park ,39.197401,-86.539025,mac,pure,1.00E+00,pure
514,SYST-MOR-0007223,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,1.00E-05,0.99989,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.999899,1.00E-05,1.00E-05,1.00E-05,0,1.10E-05,IN_LCP_503_MG,Quercus muehlenbergii Engelm.,Indiana,Lower Cascades Park ,39.196965,-86.538254,mue,pure,1.00E+00,pure
515,SYST-MOR-0007224,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IN_LCP_504_MG,Quercus muehlenbergii Engelm.,Indiana,Lower Cascades Park ,39.196455,-86.537746,mue,pure,1.00E+00,pure
517,SYST-MOR-0007226,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,0,0,0,1.00E-05,IN_LCP_506_MG,Quercus muehlenbergii Engelm.,Indiana,Lower Cascades Park ,39.198096,-86.539098,mue,pure,1.00E+00,pure
518,SYST-MOR-0007227,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999869,1.00E-05,1.00E-05,0,1.00E-05,0,1.40E-05,1.20E-05,2.00E-05,1.80E-05,2.80E-05,1.00E-05,1.60E-05,0.99989,1.10E-05,1.60E-05,1.10E-05,1.00E-05,2.10E-05,IN_LCP_507_MG,Quercus muehlenbergii Engelm.,Indiana,Lower Cascades Park ,39.198966,-86.538785,mue,pure,1.00E+00,pure
519,SYST-MOR-0007228,0.999886,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.9999,2.00E-05,2.00E-05,1.00E-05,2.00E-05,1.40E-05,2.00E-05,2.00E-05,1.70E-05,1.00E-05,0,0,1.00E-05,IN_GRL_508_MG,Quercus alba L.,Indiana,Griffy Lake Research and Teaching Preserve,39.189735,-86.501864,alb,pure,1.00E+00,pure
520,SYST-MOR-0007229,0.999887,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.99989,1.00E-05,2.30E-05,1.00E-05,1.30E-05,1.10E-05,1.00E-05,2.90E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IN_GRL_509_MG,Quercus alba L.,Indiana,Griffy Lake Research and Teaching Preserve,39.18995,-86.501028,alb,pure,1.00E+00,pure
521,SYST-MOR-0007230,0.999884,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.9999,1.80E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.20E-05,1.00E-05,1.00E-05,2.00E-05,IN_GRL_510_MG,Quercus alba L.,Indiana,Griffy Lake Research and Teaching Preserve,39.189925,-86.499604,alb,pure,1.00E+00,pure
522,SYST-MOR-0007231,0.999886,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,0.999899,1.00E-05,2.00E-05,1.50E-05,2.00E-05,1.00E-05,1.50E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,2.00E-05,IN_GRL_511_MG,Quercus alba L.,Indiana,Griffy Lake Research and Teaching Preserve,39.188891,-86.499559,alb,pure,1.00E+00,pure
523,SYST-MOR-0007232,0.99989,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.99989,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IN_GRL_512_MG,Quercus alba L.,Indiana,Griffy Lake Research and Teaching Preserve,39.187251,-86.500821,alb,pure,1.00E+00,pure
524,SYST-MOR-0007233,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IN_IUC_513_MG,Quercus macrocarpa Michx.,Indiana,Indiana University Campus,39.168305,-86.524118,mac,pure,1.00E+00,pure
525,SYST-MOR-0007234,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,0,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OH_STR_514_MG,Quercus muehlenbergii Engelm.,Ohio,Strouds Run State Park,39.345528,-82.034702,mue,pure,1.00E+00,pure
527,SYST-MOR-0007236,0.999889,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,0.99989,2.00E-05,1.10E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,OH_STR_516_MG,Quercus alba L.,Ohio,Strouds Run State Park,39.346951,-82.037267,alb,pure,1.00E+00,pure
528,SYST-MOR-0007237,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.999894,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,OH_STR_517_MG,Quercus alba L.,Ohio,Strouds Run State Park,39.34861,-82.03972,alb,pure,1.00E+00,pure
529,SYST-MOR-0007238,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.30E-05,2.00E-05,2.00E-05,2.10E-05,1.00E-05,0.99989,2.00E-05,1.70E-05,1.30E-05,1.10E-05,1.40E-05,2.50E-05,OH_STR_518_MG,Quercus montana Willd.,Ohio,Strouds Run State Park,39.349272,-82.047354,mon,pure,1.00E+00,pure
530,SYST-MOR-0007239,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,3.00E-05,2.00E-05,0.000907,2.00E-05,2.90E-05,1.00E-05,0.99989,2.30E-05,1.40E-05,1.00E-05,1.80E-05,1.00E-05,2.80E-05,OH_STR_519_MG,Quercus montana Willd.,Ohio,Strouds Run State Park,39.349482,-82.046768,mon,pure,1.00E+00,pure
531,SYST-MOR-0007240,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.70E-05,2.00E-05,2.30E-05,2.00E-05,2.90E-05,1.00E-05,0.99989,2.00E-05,1.70E-05,1.00E-05,1.30E-05,1.00E-05,2.30E-05,OH_STR_520_MG,Quercus montana Willd.,Ohio,Strouds Run State Park,39.336371,-82.015625,mon,pure,1.00E+00,pure
532,SYST-MOR-0007241,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IL_CHB_521_MG,Quercus macrocarpa Michx.,Illinois,Chickenbristle,39.839267,-88.367814,mac,pure,1.00E+00,pure
533,SYST-MOR-0007242,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,IL_CHB_522_MG,Quercus macrocarpa Michx.,Illinois,Chickenbristle,39.839403,-88.367954,mac,pure,1.00E+00,pure
534,SYST-MOR-0007243,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IL_CHB_523_MG,Quercus macrocarpa Michx.,Illinois,Chickenbristle,39.839037,-88.368016,mac,pure,1.00E+00,pure
535,SYST-MOR-0007244,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.70E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IL_CHB_524_MG,Quercus alba L.,Illinois,Chickenbristle,39.839322,-88.368376,alb,pure,1.00E+00,pure
536,SYST-MOR-0007245,0.999885,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.70E-05,1.80E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.999885,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.70E-05,1.80E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,IL_CHB_525_MG,Quercus alba L.,Illinois,Chickenbristle,39.839318,-88.36863,alb,pure,1.00E+00,pure
537,SYST-MOR-0007246,2.00E-05,1.00E-05,2.00E-05,1.00E-05,0.999871,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,0,1.70E-05,0,2.00E-05,1.00E-05,2.00E-05,1.00E-05,0.999871,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,0,0,1.70E-05,IL_CHB_526_MG,Quercus macrocarpa Michx.,Illinois,Chickenbristle,39.839492,-88.368621,mac,pure,1.00E+00,pure
538,SYST-MOR-0007247,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999883,1.00E-05,1.00E-05,0,0,1.70E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.999883,1.00E-05,1.00E-05,0,0,1.70E-05,1.00E-05,1.00E-05,2.00E-05,IL_CHB_527_MG,Quercus macrocarpa Michx.,Illinois,Chickenbristle,39.839765,-88.369114,mac,pure,1.00E+00,pure
539,SYST-MOR-0007248,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.99989,1.00E-05,2.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,IL_CHB_528_MG,Quercus alba L.,Illinois,Chickenbristle,39.839716,-88.36911,alb,pure,1.00E+00,pure
540,SYST-MOR-0007249,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IL_CHB_529_MG,Quercus alba L.,Illinois,Chickenbristle,39.839183,-88.369716,alb,pure,1.00E+00,pure
541,SYST-MOR-0007250,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0.9999,2.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,0,0,1.00E-05,IL_CHB_530_MG,Quercus alba L.,Illinois,Chickenbristle,39.839107,-88.369207,alb,pure,1.00E+00,pure
542,SYST-MOR-0007251,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,MN_CDR_215_BF,Quercus macrocarpa Michx.,Minnesota,Cedar Creek Research Station,45.398058,-93.182769,mac,pure,1.00E+00,pure
543,SYST-MOR-0007252,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,MN_CDR_216_BF,Quercus macrocarpa Michx.,Minnesota,Cedar Creek Research Station,45.397713,-93.182551,mac,pure,1.00E+00,pure
544,SYST-MOR-0007253,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MN_CDR_217_BF,Quercus macrocarpa Michx.,Minnesota,Cedar Creek Research Station,45.398911,-93.183118,mac,pure,1.00E+00,pure
545,SYST-MOR-0007254,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MN_CDR_218_BF,Quercus macrocarpa Michx.,Minnesota,Cedar Creek Research Station,45.40102,-93.183355,mac,pure,1.00E+00,pure
546,SYST-MOR-0007255,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,2.20E-05,2.00E-05,2.00E-05,0.9999,1.00E-05,1.40E-05,2.30E-05,1.20E-05,1.00E-05,1.50E-05,1.00E-05,2.50E-05,MN_CDR_219_BF,Quercus macrocarpa Michx.,Minnesota,Cedar Creek Research Station,45.400162,-93.183261,mac,pure,1.00E+00,pure
547,SYST-MOR-0007256,0.9999,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.9999,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MN_CDR_531_BF,Quercus alba L.,Minnesota,Cedar Creek Research Station,45.400886,-93.200292,alb,pure,1.00E+00,pure
548,SYST-MOR-0007258,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,0.999898,1.00E-05,1.00E-05,1.00E-05,2.70E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,2.00E-05,MN_CDR_221_BF,Quercus alba L.,Minnesota,Cedar Creek Research Station,45.424388,-93.200192,alb,pure,1.00E+00,pure
549,SYST-MOR-0007259,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MN_CDR_222_BF,Quercus alba L.,Minnesota,Cedar Creek Research Station,45.424659,-93.200742,alb,pure,1.00E+00,pure
550,SYST-MOR-0007260,0.99989,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0,0,0,0,0,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MN_CDR_223_BF,Quercus alba L.,Minnesota,Cedar Creek Research Station,45.424821,-93.201047,alb,pure,1.00E+00,pure
551,SYST-MOR-0007357,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,0,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MB-MG506,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71359,-95.24349,mac,pure,1.00E+00,pure
552,SYST-MOR-0007358,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,1.00E-05,MB-MG507,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71376,-95.24385,mac,pure,1.00E+00,pure
553,SYST-MOR-0007359,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG508,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71278,-95.24432,mac,pure,1.00E+00,pure
554,SYST-MOR-0007360,1.00E-05,1.00E-05,2.10E-05,1.00E-05,0.999885,0,0,1.00E-05,1.40E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.10E-05,1.00E-05,0.999885,0,0,1.00E-05,1.40E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG509,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71278,-95.2445,mac,pure,1.00E+00,pure
555,SYST-MOR-0007361,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,0,0,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,MB-MG510,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71216,-95.24463,mac,pure,1.00E+00,pure
556,SYST-MOR-0007362,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.999883,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.999883,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,MB-MG511,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71204,-95.2448,mac,pure,1.00E+00,pure
557,SYST-MOR-0007363,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.9999,1.00E-05,1.00E-05,0,0,1.00E-05,1.00E-05,0,2.00E-05,MB-MG512,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71195,-95.24492,mac,pure,1.00E+00,pure
558,SYST-MOR-0007364,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0.99989,0,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG513,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71209,-95.24496,mac,pure,1.00E+00,pure
559,SYST-MOR-0007365,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.00E-05,0,0.9999,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG514,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71187,-95.24472,mac,pure,1.00E+00,pure
560,SYST-MOR-0007366,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,0,0,0,0,1.00E-05,0,2.00E-05,2.00E-05,1.00E-05,1.00E-05,0.999896,1.00E-05,1.00E-05,0,0,1.00E-05,0,0,1.00E-05,MB-MG515,Quercus macrocarpa Michx.,Manitoba,Whiteshell Provincial Park,49.71187,-95.24456,mac,pure,1.00E+00,pure
561,SYST-MOR-0007367,0,2.00E-05,1.00E-05,1.00E-05,0.999877,0,1.00E-05,2.30E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,2.00E-05,1.00E-05,1.00E-05,0.999877,0,1.00E-05,2.30E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG516,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76104,-99.15971,mac,pure,1.00E+00,pure
562,SYST-MOR-0007368,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.999889,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,0,1.00E-05,0,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0.999889,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,0,0,1.00E-05,MB-MG517,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76095,-99.15983,mac,pure,1.00E+00,pure
563,SYST-MOR-0007369,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,2.00E-05,0.99989,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0,0,0,1.00E-05,MB-MG518,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76061,-99.15928,mac,pure,1.00E+00,pure
564,SYST-MOR-0007370,1.00E-05,1.00E-05,1.40E-05,2.00E-05,0.999876,1.20E-05,1.00E-05,1.00E-05,1.80E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.40E-05,2.00E-05,0.999876,1.20E-05,1.00E-05,1.00E-05,1.80E-05,0,0,0,1.00E-05,MB-MG519,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76137,-99.1604,mac,pure,1.00E+00,pure
565,SYST-MOR-0007371,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,1.00E-05,0,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99989,1.00E-05,1.00E-05,2.00E-05,1.00E-05,0,0,0,1.00E-05,MB-MG520,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76117,-99.16142,mac,pure,1.00E+00,pure
566,SYST-MOR-0007372,1.00E-05,0,1.40E-05,0,0.999896,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,1.00E-05,1.00E-05,0,1.40E-05,0,0.999896,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,MB-MG521,Quercus macrocarpa Michx.,Manitoba,Spruce Woods Provincial Park,49.76147,-99.15886,mac,pure,1.00E+00,pure
